service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
272.2658.1,1,1,1,1,1,0,0,20250113,20250425
272.2658.2,0,0,0,0,0,1,0,20250118,20250426
272.2658.3,0,0,0,0,0,0,1,20250119,20250427
272.2969.1,1,1,1,1,1,0,0,20250113,20250425
272.2969.2,0,0,0,0,0,1,0,20250118,20250426
272.2969.3,0,0,0,0,0,0,1,20250119,20250427
272.2970.1,1,1,1,1,1,0,0,20250113,20250425
272.2970.2,0,0,0,0,0,1,0,20250118,20250426
272.2970.3,0,0,0,0,0,0,1,20250119,20250427
